Dataset,Batch Size,Device,Nbr Epoch,Training Time,Training Energy,Training Carbon,Accuracy,CPU Energy,GPU Energy,RAM Energy
FashionMNIST,32,cuda,1,17.56894302368164,0.0006396275650543,3.517951607798737e-05,87.64,0.0002839020373992,0.0002987788155911,5.694671206395309e-05
FashionMNIST,32,cuda,1,19.40121841430664,0.0007027670183118,3.865218600715039e-05,86.97,0.0003089408185413,0.000330940863746,6.288533602447226e-05
FashionMNIST,32,cuda,1,16.812538623809814,0.0006183680010337,3.4010240056858826e-05,87.21,0.000273542066889,0.0002903309750898,5.449495905489481e-05
FashionMNIST,32,cuda,1,16.648960828781128,0.00060709395839,3.33901677114512e-05,86.81,0.0002638603821992,0.0002892695382706,5.396403792014278e-05
FashionMNIST,32,cuda,1,17.467550039291382,0.0006392153814581,3.515684598019858e-05,87.69,0.0002819175847005,0.000300679539532,5.661825722553743e-05
FashionMNIST,32,cuda,1,16.440905570983887,0.0006047751178553,3.3262631482042365e-05,86.54,0.0002670949681202,0.0002843886717287,5.3291478006300586e-05
FashionMNIST,32,cuda,1,16.183187246322632,0.000590681428223,3.248747855226794e-05,87.65,0.0002553220875908,0.0002829052032384,5.245413739375124e-05
FashionMNIST,32,cuda,1,16.62109088897705,0.0006088173693448,3.348495531396809e-05,86.29,0.000269178298398,0.0002857630886954,5.3875982251446624e-05
FashionMNIST,32,cuda,1,16.905245780944824,0.0006196206577584,3.4079136176715104e-05,87.34,0.0002732565922162,0.000291568567536,5.479549800616999e-05
FashionMNIST,32,cuda,1,17.896854877471924,0.0006522746023111,3.587510312711586e-05,87.23,0.00028660032928,0.0003076653122381,5.800896079297758e-05
FashionMNIST,32,cuda,1,18.794533491134644,0.0006804074103136,3.742240756724855e-05,86.73,0.0003024758672582,0.0003170126736455,6.091886940978602e-05
FashionMNIST,32,cuda,1,17.324206829071045,0.000633538163777,3.484459900773913e-05,87.26,0.0002791292491365,0.0002982540112227,5.615490341779852e-05
FashionMNIST,32,cuda,1,19.1721305847168,0.0006956229981976,3.825926490086904e-05,87.27,0.0003084892098467,0.0003249892819849,6.214450636592858e-05
FashionMNIST,32,cuda,1,17.55108118057251,0.0006405764759661,3.523170617813909e-05,87.67,0.0002833201697115,0.0003003659506532,5.689035560143187e-05
FashionMNIST,32,cuda,1,16.772987365722656,0.0006146151328251,3.3803832305385075e-05,87.56,0.0002731929460541,0.0002870550229166,5.436716385433869e-05
FashionMNIST,32,cuda,1,16.756553411483765,0.0006073794094164,3.3405867517902366e-05,87.65,0.0002649071163699,0.0002881562294993,5.431606354706105e-05
FashionMNIST,32,cuda,1,16.648130655288696,0.0006065825276819,3.336203902250812e-05,87.55,0.0002633097614809,0.0002893111585378,5.39616076631241e-05
FashionMNIST,32,cuda,1,16.594998121261597,0.000607193778165,3.339565779907745e-05,87.32,0.0002690251852199,0.0002843783048788,5.379028806620009e-05
FashionMNIST,32,cuda,1,17.17056679725647,0.0006279400847353,3.453670466044397e-05,86.9,0.0002771237561432,0.0002951596742273,5.565665436476565e-05
FashionMNIST,32,cuda,1,16.402698755264282,0.0006034042879042,3.3187235834736186e-05,87.62,0.0002696002370689,0.0002806359997489,5.316805108648425e-05
FashionMNIST,32,cuda,1,18.91430282592773,0.0006858634784616,3.772249131539193e-05,86.06,0.0003024497919596,0.0003221065763856,6.13071101163346e-05
FashionMNIST,32,cuda,1,18.992615461349487,0.0006933405083397,3.8133727958687656e-05,87.31,0.0003041968525239,0.0003275806562492,6.15629995665617e-05
FashionMNIST,32,cuda,1,16.535847187042236,0.0006054706168597,3.3300883927285096e-05,86.89,0.0002666962400234,0.0002851761439843,5.359823285183912e-05
FashionMNIST,32,cuda,1,16.309142589569092,0.0005966587627549,3.281623195152401e-05,86.82,0.0002638742847103,0.0002799211070055,5.286337103906817e-05
FashionMNIST,32,cuda,1,18.54112458229065,0.0006764317857619,3.720374821690872e-05,87.51,0.0002971692596796,0.0003191650464534,6.009747962883589e-05
FashionMNIST,32,cuda,1,16.24546766281128,0.0005960011739512,3.278006456731852e-05,87.34,0.0002632464544858,0.0002800976405421,5.265707892317711e-05
FashionMNIST,32,cuda,1,16.903549432754517,0.0006201974945789,3.411086220184289e-05,86.83,0.0002744220564819,0.0002909854682494,5.478996984759713e-05
FashionMNIST,32,cuda,1,16.10577630996704,0.0005910237121605,3.250630416882946e-05,86.0,0.0002610985291564,0.0002777207979854,5.220438501864096e-05
FashionMNIST,32,cuda,1,16.798182725906372,0.0006163701384871,3.390035761679416e-05,87.6,0.0002722354252881,0.0002896861036659,5.444860953303874e-05
FashionMNIST,32,cuda,1,17.221109867095947,0.0006231590618058,3.42737483993191e-05,85.14,0.0002744336870467,0.0002929055655336,5.5819809225390976e-05
FashionMNIST,32,cuda,1,17.989204168319702,0.0006571779863251,3.614478924788139e-05,87.32,0.0002890945940532,0.0003097734087944,5.830998347744631e-05
